baths,beds,cats_allowed,comes_furnished,dogs_allowed,electric_vehicle_charge,id,lat,laundry_options,long,parking_options,price,region,smoking_allowed,sqfeet,state,type,wheelchair_access
2,2,1,0,1,0,7040925692,41.697,w/d in unit,-71.5465,off-street parking,1625,rhode island,1,1205,ri,apartment,0
2,2,1,0,1,0,7040926434,41.6914,w/d in unit,-71.5768,off-street parking,1625,rhode island,1,1205,ri,apartment,0
1,2,1,0,1,0,7040952304,41.5227,w/d in unit,-71.3003,street parking,1650,rhode island,1,780,ri,apartment,0
1,2,1,0,1,0,7040953285,41.5227,w/d in unit,-71.301,street parking,1650,rhode island,1,780,ri,apartment,0
2,2,0,0,0,0,7032338892,41.7716,w/d in unit,-71.4659,off-street parking,1595,rhode island,1,920,ri,apartment,0
1,2,1,0,1,0,7040953973,41.5227,w/d in unit,-71.3003,street parking,1550,rhode island,1,780,ri,apartment,0
1,2,0,0,0,0,7040972712,41.878,laundry on site,-71.5012,off-street parking,1450,rhode island,1,1080,ri,apartment,0
1,2,1,0,1,0,7040973320,41.5227,w/d in unit,-71.301,street parking,1550,rhode island,1,780,ri,apartment,0
2,2,1,0,1,0,7040811984,41.7363,w/d in unit,-71.2863,attached garage,2195,rhode island,1,1025,ri,apartment,0
2,2,0,0,0,0,7040821934,41.7716,w/d in unit,-71.4659,off-street parking,1667,rhode island,1,982,ri,apartment,0
1,2,1,0,1,0,7040974727,41.5201,w/d in unit,-71.3034,street parking,1700,rhode island,1,780,ri,apartment,0
1,2,1,0,1,0,7040976316,41.5186,w/d in unit,-71.3032,street parking,1575,rhode island,1,794,ri,apartment,0
2,2,1,0,1,0,7024724443,41.7256,w/d in unit,-71.2702,off-street parking,2295,rhode island,1,1025,ri,apartment,0
2,4,0,1,0,0,7041034341,41.4353,laundry on site,-71.4616,off-street parking,2400,rhode island,1,2300,ri,house,0
1,1,1,0,0,0,7041202139,41.8668,w/d hookups,-71.4738,off-street parking,1255,rhode island,1,615,ri,apartment,0
1,2,1,0,0,0,7041205831,41.8659,laundry on site,-71.474,off-street parking,1440,rhode island,1,774,ri,apartment,0
1,2,1,0,1,0,7041207420,41.7141,laundry on site,-71.3901,off-street parking,1450,rhode island,0,932,ri,apartment,0
1.5,2,1,0,0,0,7041208102,41.8664,laundry in bldg,-71.4739,off-street parking,1575,rhode island,1,1008,ri,apartment,0
1,2,1,0,1,0,7041208185,41.697,w/d in unit,-71.5465,off-street parking,1495,rhode island,1,904,ri,apartment,0
1,1,1,0,1,0,7041209611,41.8274,laundry in bldg,-71.52,off-street parking,1295,rhode island,0,815,ri,apartment,0
1,2,1,0,1,0,7041210002,41.7766,laundry in bldg,-71.4383,off-street parking,1500,rhode island,1,932,ri,apartment,0
1,2,1,0,1,0,7041214988,41.5227,w/d in unit,-71.301,street parking,1650,rhode island,1,780,ri,apartment,0
1,2,1,0,1,0,7041215131,41.7766,laundry in bldg,-71.4383,off-street parking,1500,rhode island,1,932,ri,apartment,0
1,2,1,0,1,0,7041215701,41.5201,w/d in unit,-71.3034,street parking,1550,rhode island,1,780,ri,apartment,0
1,2,1,0,1,0,7041216483,41.5201,w/d in unit,-71.3034,street parking,1550,rhode island,1,780,ri,apartment,0
1,2,1,0,1,0,7041216947,41.5201,w/d in unit,-71.3034,street parking,1700,rhode island,1,780,ri,apartment,0
1,1,0,0,0,0,7041082612,41.5741,laundry in bldg,-71.45,off-street parking,950,rhode island,0,650,ri,apartment,0
1,2,0,0,0,0,7041083311,41.8702,w/d in unit,-71.4177,off-street parking,1300,rhode island,0,1200,ri,apartment,0
1,2,1,0,1,0,7041217519,41.5186,w/d in unit,-71.3032,street parking,1575,rhode island,1,794,ri,apartment,0
1,1,1,0,1,0,7024944014,33.8633,laundry on site,-98.534,off-street parking,625,wichita falls,0,650,tx,apartment,0
1,1,1,0,1,0,7024945596,33.8633,w/d in unit,-98.534,off-street parking,675,wichita falls,0,650,tx,apartment,0
1,1,1,0,1,0,7024947823,33.8633,w/d in unit,-98.534,off-street parking,700,wichita falls,0,675,tx,apartment,0
2,2,1,0,1,0,7024949639,33.8633,laundry on site,-98.534,off-street parking,825,wichita falls,0,805,tx,apartment,0
2,2,1,0,1,0,7024951459,33.8633,w/d hookups,-98.534,off-street parking,840,wichita falls,0,805,tx,apartment,0
2,2,1,0,1,0,7024953616,33.8633,w/d in unit,-98.534,off-street parking,1050,wichita falls,0,1300,tx,apartment,0
2,2,1,0,1,0,7024956146,33.8633,w/d in unit,-98.534,off-street parking,1070,wichita falls,0,1325,tx,apartment,0
1,1,1,0,1,0,7024966381,33.8712,laundry on site,-98.5127,carport,660,wichita falls,1,511,tx,apartment,0
2,2,1,0,1,0,7025001363,33.8712,w/d hookups,-98.5127,carport,945,wichita falls,1,958,tx,apartment,0
1,1,1,0,1,0,7025003144,33.8894,laundry on site,-98.5119,carport,695,wichita falls,1,662,tx,apartment,0
1,1,1,0,1,0,7025000826,33.8894,laundry on site,-98.5119,carport,695,wichita falls,1,662,tx,apartment,0
1,1,1,0,1,0,7025007428,33.8894,laundry in bldg,-98.5119,carport,695,wichita falls,1,662,tx,apartment,0
1,1,1,0,1,0,7025016635,33.8894,laundry in bldg,-98.5119,carport,695,wichita falls,1,662,tx,apartment,0
1,1,1,0,1,0,7025010758,33.8894,laundry on site,-98.5119,carport,695,wichita falls,1,662,tx,apartment,0
1,1,1,0,1,0,7025014006,33.8894,laundry in bldg,-98.5119,carport,695,wichita falls,1,662,tx,apartment,0
1,1,1,0,1,0,7025019890,33.8894,laundry in bldg,-98.5119,carport,695,wichita falls,1,662,tx,apartment,0
1,1,1,0,1,0,7025030524,33.8894,laundry on site,-98.5119,carport,695,wichita falls,1,662,tx,apartment,0
1.5,2,1,0,1,0,7025121767,33.9519,laundry on site,-98.5145,off-street parking,800,wichita falls,0,725,tx,apartment,0
1.5,2,1,0,1,0,7025122830,33.9519,laundry on site,-98.5145,off-street parking,750,wichita falls,0,725,tx,apartment,0
1.5,2,1,0,1,0,7025123767,33.9519,laundry on site,-98.5145,off-street parking,800,wichita falls,0,725,tx,apartment,0
1.5,2,1,1,1,0,7025125141,33.9519,laundry on site,-98.5145,off-street parking,800,wichita falls,0,725,tx,apartment,0
1.5,2,1,0,1,0,7025125899,33.9519,laundry on site,-98.5145,off-street parking,750,wichita falls,0,725,tx,apartment,0
1.5,2,1,0,1,0,7025128088,33.9519,laundry on site,-98.5145,off-street parking,750,wichita falls,0,725,tx,apartment,0
1.5,2,1,0,1,0,7025129276,33.9519,laundry on site,-98.5145,off-street parking,800,wichita falls,0,725,tx,apartment,0
1.5,2,1,0,1,0,7025130469,33.9519,laundry on site,-98.5145,off-street parking,800,wichita falls,0,725,tx,apartment,0
1.5,2,1,0,1,0,7025131683,33.9519,laundry on site,-98.5145,off-street parking,750,wichita falls,0,725,tx,apartment,0
1.5,2,1,1,1,0,7025132794,33.9519,laundry on site,-98.5145,off-street parking,800,wichita falls,0,725,tx,apartment,0
1,1,1,0,1,0,7025134339,33.9519,laundry on site,-98.5145,off-street parking,700,wichita falls,0,650,tx,apartment,0
1,1,1,0,1,0,7025135647,33.9519,laundry on site,-98.5145,off-street parking,700,wichita falls,0,650,tx,apartment,0
1,1,1,0,1,0,7025149147,33.9519,laundry on site,-98.5145,off-street parking,675,wichita falls,0,650,tx,apartment,0
1,1,1,0,1,0,7025161382,33.9519,laundry on site,-98.5145,off-street parking,675,wichita falls,0,650,tx,apartment,0
1,1,1,0,1,0,7025178240,33.9519,laundry on site,-98.5145,off-street parking,700,wichita falls,0,650,tx,apartment,0
2,2,1,0,1,0,7025178278,33.8712,w/d hookups,-98.5127,carport,945,wichita falls,1,958,tx,apartment,0
2,2,1,0,1,0,7009874501,44.5035,laundry in bldg,-73.0906,off-street parking,1700,vermont,0,1050,vt,apartment,1
1,2,1,0,0,0,7011268400,44.0077,laundry on site,-73.1713,off-street parking,1349,vermont,0,850,vt,apartment,1
1.5,3,1,0,0,0,7011268874,44.0077,w/d hookups,-73.1713,off-street parking,1695,vermont,0,1300,vt,apartment,0
1,1,0,0,0,0,7024982484,42.9155,laundry in bldg,-73.2463,off-street parking,975,vermont,0,640,vt,apartment,0
1,2,1,0,1,0,7024969462,42.9627,w/d in unit,-72.2955,off-street parking,1750,vermont,1,1117,vt,apartment,0
1,2,1,0,1,1,7005979743,44.4367,laundry in bldg,-73.0957,off-street parking,1200,vermont,0,840,vt,apartment,0
1,1,1,0,1,0,7025070905,42.9627,w/d in unit,-72.2955,off-street parking,1650,vermont,1,1026,vt,apartment,0
1,1,1,0,1,0,7025096325,44.488,laundry on site,-73.2135,off-street parking,1300,vermont,1,900,vt,apartment,0
1,2,1,0,1,0,7025147107,42.8822,w/d hookups,-73.1987,off-street parking,950,vermont,1,1000,vt,apartment,0
1,1,1,0,1,0,7007395633,42.9627,w/d in unit,-72.2955,off-street parking,1575,vermont,1,797,vt,apartment,0
1,2,0,0,0,0,7025535640,44.484,no laundry on site,-73.2199,off-street parking,1550,vermont,0,800,vt,apartment,1
1,2,0,0,0,0,7025543957,44.484,no laundry on site,-73.2199,off-street parking,1600,vermont,0,800,vt,apartment,0
1,1,1,0,1,0,7025744845,42.9627,w/d in unit,-72.2955,off-street parking,1600,vermont,1,899,vt,apartment,0
1,2,0,0,0,0,7026104608,43.1482,no laundry on site,-72.4664,off-street parking,1,vermont,0,1000,vt,apartment,0
1,1,1,0,0,0,7007102468,44.4693,w/d in unit,-73.1878,attached garage,1430,vermont,0,720,vt,apartment,0
1,1,0,1,0,0,7026217883,44.1969,w/d in unit,-72.5201,carport,1300,vermont,0,700,vt,apartment,0
1,2,0,0,0,0,7026295308,44.4835,w/d in unit,-73.2031,street parking,1950,vermont,0,1200,vt,apartment,0
1.5,2,0,1,0,0,7026369711,43.6641,w/d in unit,-72.4331,off-street parking,1400,vermont,0,1150,vt,condo,0
1,3,0,0,0,0,7026404166,44.4632,w/d in unit,-73.163,off-street parking,1400,vermont,0,1500,vt,apartment,0
1,1,1,0,1,0,7026463065,42.9627,w/d in unit,-72.2955,off-street parking,1650,vermont,1,1016,vt,apartment,0
1,2,1,0,1,0,7026561735,42.8822,w/d hookups,-73.1987,off-street parking,950,vermont,1,1000,vt,apartment,0
1.5,2,0,0,0,0,7026612892,44.2641,w/d in unit,-72.577,off-street parking,1400,vermont,0,1000,vt,condo,0
2,3,1,0,0,0,7026796352,44.516,w/d in unit,-73.252,attached garage,2100,vermont,1,1618,vt,house,0
2,2,1,0,1,0,7026820815,42.9627,w/d in unit,-72.2955,off-street parking,1700,vermont,1,1161,vt,apartment,0
1.5,3,0,0,0,0,7026870636,44.1911,w/d hookups,-72.8212,off-street parking,1550,vermont,0,2400,vt,house,0
1,1,0,0,0,0,7009561027,43.0181,laundry in bldg,-72.6541,off-street parking,750,vermont,0,500,vt,apartment,0
1,1,0,0,0,0,7010102557,44.9321,w/d in unit,-72.2171,off-street parking,850,vermont,0,672,vt,apartment,0
1,1,1,0,0,1,7014254897,44.4949,laundry in bldg,-73.1874,off-street parking,1525,vermont,0,728,vt,apartment,0
1,1,1,0,0,1,7014242398,44.4949,laundry in bldg,-73.1874,off-street parking,1515,vermont,0,728,vt,apartment,0
1.5,2,0,0,0,0,7027184644,43.1482,w/d in unit,-72.4664,off-street parking,1200,vermont,0,1150,vt,house,0
2,2,0,1,0,0,7027235246,44.4126,w/d in unit,-73.2205,off-street parking,4500,vermont,0,2140,vt,house,0
1.5,1,0,0,0,0,7018554504,44.4814,laundry in bldg,-73.2125,off-street parking,1750,vermont,1,950,vt,apartment,0
2.5,3,0,1,0,0,7027420224,43.6636,w/d in unit,-72.4444,off-street parking,1500,vermont,0,1250,vt,condo,0
1,1,1,0,0,1,7014273562,44.4949,laundry in bldg,-73.1874,off-street parking,1625,vermont,0,878,vt,apartment,0
2,2,1,0,1,0,7009725506,44.5035,laundry in bldg,-73.0906,off-street parking,1850,vermont,1,1050,vt,apartment,0
2,2,1,0,1,0,7009873913,44.5035,laundry in bldg,-73.0906,off-street parking,1675,vermont,0,1000,vt,apartment,0
3,5,0,0,0,0,7009359322,44.4679,laundry in bldg,-73.1903,off-street parking,4000,vermont,0,2286,vt,house,0
1.5,2,0,0,1,0,7010064206,44.3873,w/d in unit,-72.9533,off-street parking,1850,vermont,0,1350,vt,apartment,0
1,1,0,1,0,0,7013833086,44.3944,w/d in unit,-72.5609,off-street parking,1095,vermont,0,675,vt,apartment,0
3.5,3,1,1,1,0,7028846018,43.5274,laundry on site,-72.43,attached garage,5000,vermont,0,5500,vt,house,0
2,3,0,0,0,0,7028907689,44.1221,w/d hookups,-72.5402,off-street parking,1000,vermont,0,1050,vt,manufactured,0
1,1,1,0,1,0,7025286777,37.0831,w/d hookups,-113.558,off-street parking,1125,st george,1,887,ut,apartment,0
2,3,0,0,0,0,7025355334,37.0979,w/d hookups,-113.233,attached garage,1350,st george,1,1385,ut,duplex,0
2,3,0,1,1,0,7026214329,37.1756,w/d in unit,-113.608,attached garage,2100,st george,0,1750,ut,house,0
1,1,1,0,1,0,7026485399,38.3311,laundry on site,-112.993,off-street parking,30,st george,0,480,ut,apartment,1
2,3,0,1,0,0,7014506560,37.1756,w/d in unit,-113.608,attached garage,1950,st george,0,1800,ut,house,0
2,2,1,0,1,0,7028377390,37.0831,w/d hookups,-113.558,off-street parking,1300,st george,1,1209,ut,apartment,0
2,3,1,0,1,0,7019068709,37.1135,w/d hookups,-113.525,attached garage,1400,st george,0,1250,ut,house,0
2,3,1,0,1,0,7028967643,37.0831,w/d hookups,-113.558,off-street parking,1475,st george,1,1355,ut,apartment,0
2,2,0,0,0,0,7029050187,37.1364,w/d hookups,-113.505,carport,1015,st george,0,900,ut,apartment,0
2,2,1,0,1,0,7029213649,37.0831,w/d hookups,-113.558,off-street parking,1300,st george,1,1209,ut,apartment,0
1,1,1,0,1,0,7029282628,37.0831,w/d hookups,-113.558,off-street parking,1125,st george,1,887,ut,apartment,0
3,4,0,0,0,0,7029911166,37.1756,w/d hookups,-113.608,attached garage,2100,st george,0,2370,ut,house,1
1,1,1,0,1,0,7030816870,37.0831,w/d hookups,-113.558,off-street parking,1125,st george,1,887,ut,apartment,0
2,2,1,0,1,0,7031089922,37.0831,w/d hookups,-113.558,off-street parking,1300,st george,1,1209,ut,apartment,0
2.5,4,0,0,0,0,7035506771,37.1756,w/d in unit,-113.608,attached garage,1475,st george,0,1600,ut,condo,0
3,3,1,1,1,1,7035984597,36.8113,w/d in unit,-114.123,attached garage,3200,st george,0,2500,ut,house,1
2,3,0,0,0,0,7021638202,37.359,w/d hookups,-113.667,attached garage,1675,st george,1,1742,ut,house,0
2,3,1,0,1,0,7036249914,37.1282,w/d hookups,-113.676,attached garage,1600,st george,0,1630,ut,house,1
2,3,1,0,1,0,7036300037,37.0831,w/d in unit,-113.558,attached garage,850,st george,1,1481,ut,house,0
2,3,1,0,1,0,7036300431,37.0831,w/d in unit,-113.558,attached garage,850,st george,1,1481,ut,house,0
2,3,1,0,1,0,7036300733,37.0831,w/d in unit,-113.558,attached garage,850,st george,1,1481,ut,house,0
2.5,3,0,0,0,0,7036469966,37.1036,w/d hookups,-113.561,carport,973,st george,1,1197,ut,townhouse,0
2.5,3,1,0,1,0,7022738978,37.1173,w/d hookups,-113.526,carport,1225,st george,0,1480,ut,townhouse,0
2,3,0,0,0,0,7026110765,37.1454,w/d in unit,-113.368,attached garage,1800,st george,1,1400,ut,house,0
2,3,1,1,1,0,7026111237,37.0979,w/d in unit,-113.233,attached garage,1100,st george,0,1400,ut,house,1
1,1,0,0,0,0,7040242621,37.2317,no laundry on site,-113.244,carport,700,st george,0,3012,ut,apartment,0
2,3,0,0,0,0,7024055644,37.1756,w/d hookups,-113.608,attached garage,1795,st george,1,2247,ut,house,0
3,4,0,0,0,0,7024053074,37.1364,w/d hookups,-113.505,attached garage,1995,st george,1,2682,ut,house,0
1.5,2,0,0,0,1,7042018232,37.1364,w/d in unit,-113.505,street parking,790,st george,1,780,ut,manufactured,0
2.5,3,0,0,0,0,7042041727,37.1358,laundry on site,-113.645,attached garage,1450,st george,0,1500,ut,apartment,0
2.5,4,0,0,0,0,7032344959,37.6573,w/d in unit,-113.078,off-street parking,340,st george,1,1,ut,apartment,0
1,1,0,1,1,0,7042845762,37.0888,laundry on site,-113.543,off-street parking,580,st george,0,445,ut,manufactured,0
2.5,3,0,1,0,0,7045451373,37.1133,w/d in unit,-113.607,attached garage,1750,st george,0,1750,ut,house,0
2.5,4,0,0,0,0,7045658761,37.1364,w/d in unit,-113.505,attached garage,2500,st george,0,3000,ut,house,1
1,2,0,0,0,0,7045835351,37.1232,w/d in unit,-113.638,off-street parking,1300,st george,0,1500,ut,apartment,0
2,3,0,0,0,0,7045883142,37.1049,w/d hookups,-113.584,carport,1550,st george,0,1575,ut,house,0
1,2,0,1,0,0,7031486190,37.0914,w/d in unit,-113.622,street parking,1770,st george,1,950,ut,condo,0
1,1,0,1,0,0,7031479439,37.1756,w/d in unit,-113.608,street parking,1620,st george,1,703,ut,condo,0
1,1,0,1,0,0,7025223898,36.3014,w/d in unit,-82.3712,off-street parking,625,tri-cities,1,900,tn,apartment,0
2,3,0,1,1,0,7025840413,36.6498,w/d in unit,-82.4299,off-street parking,1500,tri-cities,1,2200,tn,house,0
1,1,1,0,1,0,7009672996,36.4962,w/d hookups,-82.5577,detached garage,775,tri-cities,0,795,tn,apartment,0
2,2,1,0,1,0,7010290512,36.4962,w/d hookups,-82.5577,detached garage,920,tri-cities,0,1301,tn,apartment,0
2,2,1,0,1,0,7010288769,36.4962,w/d hookups,-82.5577,detached garage,920,tri-cities,0,1130,tn,apartment,0
2,3,0,0,0,0,7025648663,36.3084,w/d hookups,-82.2916,off-street parking,795,tri-cities,1,1100,tn,manufactured,0
0,2,1,0,1,0,7011622530,36.5484,laundry on site,-82.5618,off-street parking,659,tri-cities,1,950,tn,apartment,0
1,1,1,0,1,0,7027550759,36.3107,w/d in unit,-82.381,detached garage,924,tri-cities,1,776,tn,apartment,0
1,1,1,0,1,0,7027849350,36.4461,w/d in unit,-82.334,off-street parking,700,tri-cities,1,950,tn,house,0
1,2,1,0,1,0,7025105719,46.9996,laundry on site,-120.516,off-street parking,1086,yakima,0,720,wa,apartment,0
1.5,2,1,0,1,0,7025157929,47.0106,w/d in unit,-120.539,off-street parking,1075,yakima,0,960,wa,townhouse,0
1,2,1,0,1,0,7025177752,47.0139,laundry on site,-120.545,off-street parking,1196,yakima,0,782,wa,apartment,0
1,2,1,0,1,0,7025275883,47.0103,laundry on site,-120.542,off-street parking,1086,yakima,0,720,wa,apartment,0
1,2,1,0,1,0,7025400337,47.0139,laundry on site,-120.545,off-street parking,1146,yakima,0,782,wa,apartment,0
1.5,2,1,0,1,0,7025889710,47.0106,w/d in unit,-120.538,off-street parking,1075,yakima,0,960,wa,townhouse,0
1.5,2,1,0,1,0,7025894216,47.0106,w/d in unit,-120.538,off-street parking,1075,yakima,0,960,wa,townhouse,0
1.5,2,1,0,1,0,7025898572,47.0106,w/d in unit,-120.538,off-street parking,1075,yakima,0,960,wa,townhouse,0
1.5,2,1,0,1,0,7025914770,47.0103,w/d in unit,-120.539,off-street parking,1075,yakima,0,960,wa,townhouse,0
1,2,1,0,1,0,7026893747,46.5838,w/d hookups,-120.604,off-street parking,808,yakima,1,839,wa,apartment,0
1,2,1,0,1,0,7026895584,47.0103,laundry on site,-120.542,off-street parking,1086,yakima,0,720,wa,apartment,0
1.5,2,1,0,1,0,7026950598,47.0106,w/d in unit,-120.539,off-street parking,1075,yakima,0,960,wa,townhouse,0
1.5,2,1,0,1,0,7026954890,47.0106,w/d in unit,-120.539,off-street parking,1075,yakima,0,960,wa,townhouse,0
2,3,0,0,0,0,7022702470,47.0217,w/d in unit,-120.545,attached garage,1550,yakima,0,1200,wa,house,0
1,1,1,1,1,0,7027119660,48.8619,laundry on site,-117.374,off-street parking,530,yakima,1,750,wa,apartment,0
2,3,0,0,0,0,7008882162,46.6021,w/d hookups,-120.506,attached garage,1375,yakima,0,1648,wa,house,0
1,2,1,0,1,0,7027596414,47.0103,laundry on site,-120.542,off-street parking,1086,yakima,0,720,wa,apartment,0
1,2,1,0,1,0,7027759187,47.0103,laundry on site,-120.542,off-street parking,1149,yakima,0,782,wa,apartment,0
1.5,2,1,0,1,0,7027770416,47.0109,w/d in unit,-120.538,off-street parking,1075,yakima,0,960,wa,townhouse,0
1.5,2,1,0,1,0,7027772841,47.0107,w/d in unit,-120.539,off-street parking,1075,yakima,0,960,wa,townhouse,0
1.5,2,1,0,1,0,7027776327,47.0107,w/d in unit,-120.538,off-street parking,1075,yakima,0,960,wa,townhouse,0
1,2,1,0,1,0,7027825939,47.0103,laundry on site,-120.542,off-street parking,1186,yakima,0,720,wa,apartment,0
2,2,0,0,0,0,7028770103,47.8137,w/d in unit,-122.374,attached garage,1945,yakima,0,1100,wa,townhouse,0
1,2,1,0,1,0,7028229953,47.0103,laundry on site,-120.542,off-street parking,1086,yakima,0,720,wa,apartment,0
2,3,0,0,0,0,7014484255,46.6549,w/d hookups,-120.53,attached garage,1450,yakima,0,1800,wa,duplex,0
2,4,1,0,1,0,7029357367,47.05,w/d in unit,-120.674,detached garage,2000,yakima,1,1512,wa,house,0
1,2,1,0,1,0,7030196798,47.0104,laundry on site,-120.535,off-street parking,1061,yakima,0,850,wa,apartment,0
1,3,0,0,0,0,7017164031,46.6143,w/d hookups,-120.529,off-street parking,975,yakima,0,1400,wa,house,0
2,4,1,0,1,0,7030762714,46.5838,w/d hookups,-120.604,off-street parking,547,yakima,1,1236,wa,apartment,0
1.5,2,1,0,1,0,7030793941,47.0105,w/d in unit,-120.539,off-street parking,1075,yakima,0,960,wa,townhouse,0
1.5,2,1,0,1,0,7030806855,47.0107,w/d in unit,-120.538,off-street parking,1075,yakima,0,960,wa,townhouse,0
1,2,1,0,1,0,7031026370,47.0103,laundry on site,-120.542,off-street parking,1086,yakima,0,720,wa,apartment,0
1,2,1,0,1,0,7031086706,47.0103,laundry on site,-120.542,off-street parking,1086,yakima,0,720,wa,apartment,0
3,4,1,0,1,0,7031211276,46.5389,w/d in unit,-121.027,attached garage,1500,yakima,1,1924,wa,house,0
1,2,1,0,1,0,7031416936,47.0139,laundry on site,-120.545,off-street parking,1086,yakima,0,720,wa,apartment,0
1,2,1,0,1,0,7031635808,47.0139,laundry on site,-120.545,off-street parking,1146,yakima,0,782,wa,apartment,0
1,2,1,0,1,0,7031714171,47.0103,laundry on site,-120.542,off-street parking,1186,yakima,0,720,wa,apartment,0
1.5,2,1,0,1,0,7031751430,47.0106,w/d in unit,-120.539,off-street parking,1075,yakima,0,960,wa,townhouse,0
1.5,2,1,0,1,0,7031753553,47.0106,w/d in unit,-120.538,off-street parking,1075,yakima,0,960,wa,townhouse,0
1,2,1,0,1,0,7031779737,47.0139,laundry on site,-120.545,off-street parking,1196,yakima,0,775,wa,apartment,0
3,5,0,0,0,0,7021628251,47.0104,w/d in unit,-120.55,off-street parking,2500,yakima,0,1800,wa,house,0
1,2,0,0,0,0,7032527896,46.808,w/d hookups,-121.161,off-street parking,845,yakima,0,1050,wa,duplex,0
1,2,1,1,1,0,7032757651,47.0103,laundry on site,-120.542,off-street parking,1086,yakima,0,720,wa,apartment,0
2,3,1,0,1,0,7024093534,47.0073,laundry on site,-120.547,off-street parking,1485,yakima,1,1140,wa,apartment,0
1,0,1,0,1,0,7025138995,43.4679,laundry on site,-110.79,off-street parking,1685,wyoming,0,470,wy,apartment,0
1,1,1,0,1,0,7026008298,41.5961,w/d hookups,-109.254,off-street parking,699,wyoming,0,650,wy,apartment,0
1,2,1,0,1,0,7026010527,41.5961,w/d hookups,-109.254,off-street parking,899,wyoming,0,950,wy,apartment,0
2,2,1,1,1,0,7027870647,41.3136,w/d in unit,-105.555,off-street parking,1120,wyoming,1,850,wy,apartment,1
2,3,1,0,1,0,7028099401,44.8064,w/d in unit,-106.99,carport,824,wyoming,1,1174,wy,apartment,0
1,1,0,1,1,0,7009826177,41.4315,w/d in unit,-105.812,off-street parking,475,wyoming,0,402,wy,apartment,0
2.5,3,0,0,0,0,7028259899,42.8261,w/d in unit,-106.39,attached garage,1500,wyoming,0,2080,wy,house,0
2,2,1,0,1,0,7009473639,42.8423,w/d in unit,-106.296,off-street parking,667,wyoming,0,1016,wy,apartment,0
2,3,1,0,1,0,7011348302,42.8159,w/d in unit,-106.372,carport,678,wyoming,1,1100,wy,apartment,0
2,2,1,0,1,0,7011353421,42.8164,w/d in unit,-106.372,carport,578,wyoming,1,1000,wy,apartment,0
2,3,0,0,0,0,7020839637,44.2545,w/d in unit,-105.494,off-street parking,1175,wyoming,0,1200,wy,house,0
2.5,3,0,0,1,0,7027510253,41.1636,w/d in unit,-104.764,attached garage,1450,wyoming,0,1600,wy,townhouse,0
2,2,1,0,1,0,7029847031,41.5961,w/d hookups,-109.254,off-street parking,999,wyoming,0,1077,wy,apartment,0
1,2,1,0,1,0,7029849118,41.606,w/d hookups,-109.23,off-street parking,899,wyoming,0,950,wy,apartment,0
2,2,1,0,1,0,7029849980,41.5961,w/d hookups,-109.254,off-street parking,1025,wyoming,0,1062,wy,apartment,0
1,1,0,1,0,0,7012852015,42.0485,no laundry on site,-104.946,off-street parking,200,wyoming,0,750,wy,apartment,0
2,3,0,0,0,0,7031057163,41.439,w/d hookups,-105.801,off-street parking,864,wyoming,1,1150,wy,flat,0
2,3,0,0,0,0,7014066085,41.3022,w/d hookups,-105.575,off-street parking,864,wyoming,0,1058,wy,apartment,0
2,3,1,0,1,0,7031764437,41.1836,w/d hookups,-104.802,carport,550,wyoming,1,1415,wy,house,1
1,1,0,1,0,0,7032094667,41.1437,laundry on site,-104.796,off-street parking,850,wyoming,0,550,wy,apartment,0
1,2,0,0,1,0,7032099735,41.1375,laundry on site,-104.793,street parking,1100,wyoming,0,780,wy,duplex,0
1,1,0,0,0,0,7032104732,41.1375,laundry on site,-104.793,street parking,800,wyoming,0,600,wy,apartment,0
2,3,1,0,1,0,7032266681,41.0937,w/d hookups,-104.805,off-street parking,995,wyoming,0,1152,wy,manufactured,0
2,3,1,0,1,0,7032270706,41.0937,w/d hookups,-104.805,off-street parking,995,wyoming,0,1152,wy,manufactured,0
1,2,1,0,1,0,7026006030,41.5961,w/d hookups,-109.254,off-street parking,899,wyoming,0,950,wy,apartment,0
1,1,0,1,0,0,7032306955,42.2729,no laundry on site,-104.746,off-street parking,650,wyoming,0,700,wy,duplex,0
1,1,1,0,1,0,7032422366,41.5961,w/d hookups,-109.254,off-street parking,699,wyoming,0,650,wy,apartment,0
2,4,0,0,0,0,7032685260,41.439,w/d in unit,-105.801,off-street parking,1158,wyoming,1,1350,wy,apartment,0
2,3,1,0,1,0,7032803983,41.0937,w/d hookups,-104.805,off-street parking,995,wyoming,0,1152,wy,manufactured,0
2,3,1,0,1,0,7032807135,41.0937,w/d hookups,-104.805,off-street parking,995,wyoming,0,1152,wy,manufactured,0
2,3,1,0,1,0,7023828220,41.2456,w/d hookups,-110.936,off-street parking,715,wyoming,0,1282,wy,apartment,1
1,1,1,0,1,0,7023826688,41.2455,w/d hookups,-110.936,off-street parking,555,wyoming,0,746,wy,apartment,1
1,2,1,0,1,0,7023825313,41.2455,w/d hookups,-110.936,off-street parking,645,wyoming,0,948,wy,apartment,1
3,5,0,0,0,0,7033060634,43.0972,w/d hookups,-106.387,attached garage,2050,wyoming,0,3200,wy,house,0
2,3,1,0,1,0,7033149498,41.2605,w/d in unit,-105.598,off-street parking,1100,wyoming,1,900,wy,manufactured,0
2,3,1,0,1,0,7033604940,41.1836,w/d in unit,-104.802,attached garage,1495,wyoming,1,2000,wy,house,0
